UP,-1,2147483647,2,42,UP
UP,-1,2147483647,1,43,UP
UP,-1,2147483647,4,44,UP
UP,-1,2147483647,3,45,UP
UP,-1,2147483647,2,46,UP
UP,-1,2147483647,1,47,UP
UP,-1,2147483647,4,48,RIGHT
RIGHT,-1,2147483647,5,49,RIGHT
RIGHT,-1,2147483647,6,50,RIGHT
RIGHT,-1,2147483647,7,51,RIGHT
RIGHT,-1,2147483647,8,52,RIGHT
RIGHT,-1,2147483647,9,53,RIGHT
RIGHT,-1,2147483647,10,54,RIGHT
RIGHT,-1,2147483647,11,55,RIGHT
RIGHT,-1,2147483647,12,56,RIGHT
RIGHT,-1,2147483647,13,57,RIGHT
RIGHT,-1,2147483647,14,58,RIGHT
RIGHT,-1,2147483647,14,59,RIGHT
RIGHT,18,2147483647,13,60,RIGHT
RIGHT,18,2147483647,12,60,RIGHT
RIGHT,18,2147483647,11,59,RIGHT
RIGHT,18,2147483647,10,58,RIGHT
RIGHT,18,2147483647,9,57,RIGHT
RIGHT,18,2147483647,8,56,RIGHT
RIGHT,18,2147483647,7,55,RIGHT
RIGHT,18,2147483647,6,54,RIGHT
RIGHT,18,2147483647,5,53,RIGHT
RIGHT,18,2147483647,4,52,RIGHT
RIGHT,18,2147483647,3,51,RIGHT
RIGHT,18,2147483647,2,50,RIGHT
RIGHT,18,2147483647,1,49,RIGHT
RIGHT,18,2147483647,4,48,UP
UP,18,2147483647,3,49,UP
UP,18,2147483647,2,50,UP
UP,18,2147483647,1,51,UP
UP,18,2147483647,4,52,UP
UP,18,2147483647,3,53,UP
UP,18,2147483647,2,54,UP
UP,18,2147483647,1,55,UP
UP,18,2147483647,4,56,UP
UP,18,2147483647,3,57,UP
UP,18,2147483647,2,58,UP
UP,18,2147483647,1,57,UP
UP,18,2147483647,4,56,UP
UP,18,2147483647,3,55,UP
UP,18,2147483647,2,54,UP
UP,18,2147483647,1,53,UP
UP,18,2147483647,4,52,UP
UP,18,2147483647,3,51,UP
UP,18,2147483647,2,50,UP
UP,18,2147483647,1,49,UP
UP,18,2147483647,4,48,UP
UP,18,2147483647,3,47,UP
UP,18,2147483647,2,46,UP
UP,18,2147483647,1,45,UP
UP,18,2147483647,4,44,UP
UP,18,2147483647,3,43,UP
UP,18,2147483647,2,42,UP
UP,18,2147483647,1,41,UP
UP,18,2147483647,4,40,UP
UP,18,2147483647,3,39,UP
UP,18,2147483647,2,38,UP
UP,18,2147483647,1,37,UP
UP,18,2147483647,4,36,UP
UP,18,2147483647,3,35,UP
UP,18,2147483647,2,34,UP
UP,18,2147483647,1,33,UP
UP,18,2147483647,4,32,UP
UP,18,2147483647,3,31,UP
UP,18,2147483647,2,30,UP
UP,18,2147483647,1,29,UP
UP,18,2147483647,4,28,UP
UP,18,2147483647,3,27,UP
UP,18,2147483647,2,26,UP
UP,18,2147483647,1,25,UP
UP,18,2147483647,4,24,UP
UP,18,2147483647,3,23,UP
UP,18,2147483647,2,22,UP
UP,18,2147483647,1,21,UP
UP,18,2147483647,4,20,UP
UP,18,2147483647,3,19,UP
UP,18,2147483647,2,18,UP
UP,18,2147483647,1,17,UP
UP,18,2147483647,4,16,RIGHT
RIGHT,18,2147483647,3,17,RIGHT
RIGHT,18,2147483647,2,18,RIGHT
RIGHT,18,2147483647,1,19,RIGHT
RIGHT,18,2147483647,4,20,RIGHT
RIGHT,18,2147483647,3,21,RIGHT
RIGHT,18,2147483647,2,22,RIGHT
RIGHT,18,2147483647,1,23,RIGHT
RIGHT,18,2147483647,4,24,RIGHT
RIGHT,18,2147483647,3,25,RIGHT
RIGHT,18,2147483647,2,26,RIGHT
RIGHT,18,2147483647,1,27,RIGHT
RIGHT,18,2147483647,4,28,UP
UP,18,2147483647,3,29,UP
UP,18,2147483647,2,30,UP
UP,18,2147483647,1,31,UP
UP,18,2147483647,4,32,UP
UP,18,2147483647,3,31,UP
UP,18,2147483647,2,30,UP
UP,18,2147483647,1,29,UP
UP,18,2147483647,4,28,UP
UP,18,2147483647,3,27,UP
UP,18,2147483647,2,26,UP
UP,18,2147483647,1,25,UP
UP,18,2147483647,4,24,LEFT
LEFT,18,2147483647,3,23,LEFT
LEFT,18,2147483647,2,22,LEFT
LEFT,18,2147483647,1,21,LEFT
LEFT,18,2147483647,4,20,LEFT
LEFT,18,2147483647,3,19,LEFT
LEFT,18,2147483647,2,18,LEFT
LEFT,18,2147483647,1,17,LEFT
LEFT,18,2147483647,4,16,LEFT
LEFT,18,2147483647,3,15,LEFT
LEFT,18,2147483647,2,14,LEFT
LEFT,18,2147483647,1,13,LEFT
LEFT,18,2147483647,4,12,LEFT
LEFT,18,2147483647,3,11,LEFT
LEFT,18,2147483647,2,10,LEFT
LEFT,18,2147483647,1,9,LEFT
LEFT,18,2147483647,4,8,LEFT
LEFT,18,2147483647,3,7,LEFT
LEFT,18,2147483647,2,6,LEFT
LEFT,16,2147483647,1,5,LEFT
LEFT,14,2147483647,8,4,DOWN
DOWN,12,2147483647,7,3,DOWN
DOWN,10,2147483647,6,2,DOWN
DOWN,8,2147483647,5,1,DOWN
DOWN,2147483647,8,4,89,DOWN
DOWN,2147483647,8,3,88,DOWN
DOWN,2147483647,7,2,87,DOWN
DOWN,2147483647,7,1,86,DOWN
DOWN,2147483647,6,4,85,DOWN
DOWN,2147483647,6,3,84,DOWN
DOWN,2147483647,5,2,83,DOWN
DOWN,2147483647,5,1,82,DOWN
DOWN,2147483647,4,4,81,RIGHT
RIGHT,2147483647,4,3,80,RIGHT
RIGHT,2147483647,3,2,79,RIGHT
RIGHT,2147483647,3,1,78,RIGHT
RIGHT,-1,14,20,77,RIGHT
RIGHT,-1,12,19,76,RIGHT
RIGHT,-1,11,18,75,RIGHT
RIGHT,-1,9,17,74,RIGHT
RIGHT,-1,8,16,73,RIGHT
RIGHT,-1,6,15,74,RIGHT
RIGHT,-1,5,14,75,RIGHT
RIGHT,-1,3,13,76,RIGHT
RIGHT,-1,14,12,77,RIGHT
RIGHT,-1,12,11,78,RIGHT
RIGHT,-1,11,10,79,RIGHT
RIGHT,-1,9,9,80,RIGHT
RIGHT,-1,8,8,81,RIGHT
RIGHT,-1,6,7,82,RIGHT
RIGHT,-1,5,6,83,RIGHT
RIGHT,-1,3,5,84,RIGHT
RIGHT,-1,38,4,85,UP
UP,-1,40,5,86,UP
UP,-1,41,6,87,UP
UP,-1,43,7,88,UP
UP,-1,44,8,89,UP
UP,-1,46,9,90,UP
UP,-1,47,10,91,UP
UP,-1,49,11,92,UP
UP,-1,50,12,93,UP
UP,-1,52,13,94,UP
UP,-1,53,14,95,DOWN
DOWN,-1,53,13,94,DOWN
DOWN,-1,52,12,93,DOWN
DOWN,-1,52,11,92,DOWN
DOWN,-1,51,10,91,DOWN
DOWN,-1,51,9,90,DOWN
DOWN,-1,50,8,89,DOWN
DOWN,-1,50,7,88,DOWN
DOWN,-1,49,6,87,DOWN
DOWN,-1,49,5,86,DOWN
DOWN,-1,48,4,85,DOWN
DOWN,-1,50,3,86,DOWN
DOWN,-1,51,2,87,DOWN
DOWN,-1,51,1,88,DOWN
DOWN,-1,50,4,89,DOWN
DOWN,-1,48,3,90,DOWN
DOWN,-1,47,2,91,DOWN
DOWN,-1,45,1,92,DOWN
DOWN,-1,44,4,93,DOWN
DOWN,-1,42,3,94,DOWN
DOWN,-1,41,2,95,DOWN
DOWN,-1,39,1,96,DOWN
DOWN,-1,38,4,97,DOWN
DOWN,-1,36,3,98,DOWN
DOWN,-1,35,2,99,DOWN
DOWN,-1,33,1,100,DOWN
DOWN,-1,32,4,101,RIGHT
RIGHT,-1,30,3,102,RIGHT
RIGHT,-1,29,2,102,RIGHT
RIGHT,23,27,1,101,RIGHT
RIGHT,21,26,4,100,RIGHT
RIGHT,19,24,3,99,RIGHT
RIGHT,17,23,2,98,RIGHT
RIGHT,15,21,1,97,RIGHT
RIGHT,13,20,4,96,RIGHT
RIGHT,11,18,3,95,RIGHT
RIGHT,9,17,2,94,RIGHT
RIGHT,7,15,1,93,RIGHT
RIGHT,5,14,4,92,RIGHT
RIGHT,5,14,3,91,RIGHT
RIGHT,5,15,2,90,RIGHT
RIGHT,5,15,1,89,RIGHT
RIGHT,5,16,4,88,RIGHT
RIGHT,5,16,3,87,RIGHT
RIGHT,5,17,2,86,RIGHT
RIGHT,5,17,1,85,RIGHT
RIGHT,5,18,4,84,RIGHT
RIGHT,5,18,3,83,RIGHT
RIGHT,5,19,2,82,RIGHT
RIGHT,5,19,1,81,RIGHT
RIGHT,5,20,4,80,UP
UP,5,20,3,79,UP
UP,5,21,2,78,UP
UP,5,21,1,77,UP
UP,5,22,4,76,UP
UP,5,22,3,75,UP
UP,5,23,2,74,UP
UP,5,23,1,73,UP
UP,5,24,4,72,UP
UP,5,24,3,71,UP
UP,5,25,2,70,UP
UP,5,25,1,69,UP
UP,5,26,4,68,UP
UP,5,26,3,67,UP
UP,5,27,2,66,UP
UP,5,27,1,65,UP
UP,5,28,4,64,LEFT
LEFT,5,28,3,65,LEFT
LEFT,5,29,2,66,LEFT
LEFT,5,29,1,67,LEFT
LEFT,5,30,4,68,LEFT
LEFT,5,30,3,69,LEFT
LEFT,5,31,2,70,LEFT
LEFT,5,31,1,71,LEFT
LEFT,5,32,4,72,LEFT
LEFT,5,32,3,73,LEFT
LEFT,5,33,2,74,LEFT
LEFT,5,33,1,75,LEFT
LEFT,5,34,4,76,LEFT
LEFT,5,34,3,77,LEFT
LEFT,5,35,2,78,LEFT
LEFT,5,35,1,79,LEFT
LEFT,5,36,4,80,LEFT
LEFT,5,36,3,81,LEFT
LEFT,5,37,2,82,LEFT
LEFT,5,37,1,83,LEFT
LEFT,5,38,12,84,LEFT
LEFT,5,38,13,85,LEFT
LEFT,5,39,14,86,LEFT
LEFT,5,39,15,86,LEFT
LEFT,5,40,16,85,DOWN
DOWN,5,40,17,86,DOWN
DOWN,5,39,18,87,DOWN
DOWN,5,39,19,88,DOWN
DOWN,5,38,20,89,DOWN
DOWN,5,38,21,90,DOWN
DOWN,5,37,22,91,DOWN
DOWN,5,37,23,92,DOWN
DOWN,5,36,24,93,DOWN
DOWN,5,36,25,94,DOWN
DOWN,5,35,26,95,DOWN
DOWN,5,35,27,96,DOWN
DOWN,5,34,28,97,DOWN
DOWN,5,34,29,98,DOWN
DOWN,5,33,30,99,DOWN
DOWN,5,33,31,100,DOWN
DOWN,5,32,32,101,RIGHT
RIGHT,5,32,33,102,RIGHT
RIGHT,5,31,34,102,RIGHT
RIGHT,5,31,35,101,RIGHT
RIGHT,5,30,36,100,RIGHT
RIGHT,5,30,37,99,RIGHT
RIGHT,5,29,38,98,RIGHT
RIGHT,5,29,37,97,RIGHT
RIGHT,5,28,36,96,RIGHT
RIGHT,5,28,35,95,RIGHT
RIGHT,5,27,34,94,RIGHT
RIGHT,5,27,33,93,RIGHT
RIGHT,5,26,32,92,RIGHT
RIGHT,5,26,31,91,RIGHT
RIGHT,5,25,30,90,RIGHT
RIGHT,5,25,29,89,RIGHT
RIGHT,5,24,28,88,RIGHT
RIGHT,5,24,27,87,RIGHT
RIGHT,5,23,26,86,RIGHT
RIGHT,5,23,25,85,RIGHT
RIGHT,5,22,24,84,RIGHT
RIGHT,5,22,23,83,RIGHT
RIGHT,5,21,22,82,RIGHT
RIGHT,5,21,21,81,RIGHT
RIGHT,5,20,20,80,UP
UP,5,20,19,79,UP
UP,5,19,18,78,UP
UP,5,19,17,77,UP
UP,5,18,16,76,UP
UP,5,18,15,75,UP
UP,5,17,14,74,UP
UP,5,17,13,73,UP
UP,5,16,12,72,UP
UP,5,16,11,71,UP
UP,5,15,10,70,UP
UP,5,15,9,69,UP
UP,5,14,8,68,UP
UP,5,14,7,67,UP
UP,5,13,6,66,UP
UP,5,13,5,65,UP
UP,5,12,4,64,RIGHT
RIGHT,5,12,3,63,RIGHT
RIGHT,5,11,2,62,RIGHT
RIGHT,5,11,1,61,RIGHT
RIGHT,5,10,4,60,RIGHT
RIGHT,5,10,3,59,RIGHT
RIGHT,5,9,2,58,RIGHT
RIGHT,5,9,1,57,RIGHT
RIGHT,5,8,4,56,RIGHT
RIGHT,5,8,3,55,RIGHT
RIGHT,5,7,2,54,RIGHT
RIGHT,5,7,1,53,RIGHT
RIGHT,5,6,4,52,RIGHT
RIGHT,5,6,3,51,RIGHT
RIGHT,5,5,2,50,RIGHT
RIGHT,5,2147483647,1,49,RIGHT
RIGHT,5,2147483647,4,48,RIGHT
RIGHT,5,2147483647,3,47,RIGHT
RIGHT,5,2147483647,2,46,RIGHT
RIGHT,5,2147483647,1,45,RIGHT
RIGHT,5,2147483647,4,44,RIGHT
RIGHT,5,2147483647,3,43,RIGHT
RIGHT,5,2147483647,2,42,RIGHT
RIGHT,5,2147483647,1,41,RIGHT
RIGHT,5,2147483647,4,40,RIGHT
RIGHT,5,2147483647,3,39,RIGHT
RIGHT,5,2147483647,2,38,RIGHT
RIGHT,5,2147483647,1,37,RIGHT
RIGHT,5,2147483647,4,36,RIGHT
RIGHT,5,2147483647,3,35,RIGHT
RIGHT,5,2147483647,2,34,RIGHT
RIGHT,5,2147483647,1,33,RIGHT
RIGHT,5,2147483647,4,32,RIGHT
RIGHT,5,2147483647,3,31,RIGHT
RIGHT,5,2147483647,2,30,RIGHT
RIGHT,5,2147483647,1,29,RIGHT
RIGHT,5,2147483647,4,28,RIGHT
RIGHT,5,2147483647,3,27,RIGHT
RIGHT,5,2147483647,2,26,RIGHT
RIGHT,5,2147483647,1,25,RIGHT
RIGHT,5,2147483647,4,24,RIGHT
RIGHT,5,2147483647,3,23,RIGHT
RIGHT,5,2147483647,2,22,RIGHT
RIGHT,5,2147483647,1,21,RIGHT
RIGHT,5,2147483647,4,20,RIGHT
RIGHT,5,2147483647,3,19,RIGHT
RIGHT,5,2147483647,2,18,RIGHT
RIGHT,5,2147483647,1,17,RIGHT
RIGHT,5,2147483647,4,16,RIGHT
RIGHT,5,2147483647,3,15,RIGHT
RIGHT,5,2147483647,2,14,RIGHT
RIGHT,5,2147483647,1,13,RIGHT
RIGHT,5,2147483647,4,12,RIGHT
RIGHT,5,2147483647,3,11,RIGHT
RIGHT,5,2147483647,2,10,RIGHT
RIGHT,5,2147483647,1,9,RIGHT
RIGHT,5,2147483647,4,8,UP
UP,5,2147483647,3,7,UP
UP,5,2147483647,2,6,UP
UP,5,2147483647,1,5,UP
UP,5,2147483647,8,4,UP
UP,5,2147483647,7,3,UP
UP,5,2147483647,6,2,UP
UP,5,2147483647,5,1,UP
UP,2147483647,7,4,116,UP
UP,2147483647,9,3,117,UP
UP,2147483647,10,2,118,UP
UP,2147483647,12,1,119,UP
UP,2147483647,13,4,120,LEFT
LEFT,2147483647,15,3,121,LEFT
LEFT,2147483647,16,2,122,LEFT
LEFT,2147483647,18,1,123,LEFT
LEFT,2147483647,19,4,124,LEFT
LEFT,2147483647,21,3,125,LEFT
LEFT,2147483647,22,2,126,LEFT
LEFT,2147483647,24,1,127,LEFT
LEFT,2147483647,23,4,128,LEFT
LEFT,2147483647,21,3,129,LEFT
LEFT,2147483647,20,2,130,LEFT
LEFT,2147483647,18,1,131,LEFT
LEFT,2147483647,17,4,132,LEFT
LEFT,2147483647,15,3,131,LEFT
LEFT,2147483647,14,2,130,LEFT
LEFT,2147483647,12,1,129,LEFT
LEFT,2147483647,11,4,128,LEFT
LEFT,2147483647,9,3,127,LEFT
LEFT,2147483647,8,2,126,LEFT
LEFT,2147483647,6,1,125,LEFT
LEFT,2147483647,5,4,124,DOWN
DOWN,2147483647,3,3,123,DOWN
DOWN,-1,18,2,122,DOWN
DOWN,-1,16,1,121,DOWN
DOWN,-1,15,4,120,DOWN
DOWN,-1,13,3,119,DOWN
DOWN,-1,12,2,118,DOWN
DOWN,-1,10,1,117,DOWN
DOWN,-1,9,8,116,DOWN
DOWN,-1,7,7,115,DOWN
DOWN,-1,6,6,114,DOWN
DOWN,-1,4,5,113,DOWN
DOWN,-1,3,4,112,RIGHT
RIGHT,-1,29,5,111,RIGHT
RIGHT,-1,28,6,110,RIGHT
RIGHT,-1,28,7,109,RIGHT
RIGHT,-1,27,8,108,RIGHT
RIGHT,-1,27,9,107,RIGHT
RIGHT,-1,26,10,106,RIGHT
RIGHT,-1,26,9,105,LEFT
LEFT,-1,27,10,106,LEFT
LEFT,-1,29,9,107,LEFT
LEFT,-1,30,8,108,LEFT
LEFT,-1,32,7,109,LEFT
LEFT,-1,33,6,110,LEFT
LEFT,-1,31,5,111,LEFT
LEFT,-1,30,4,112,LEFT
LEFT,-1,28,5,113,LEFT
LEFT,-1,27,6,114,LEFT
LEFT,-1,25,7,115,LEFT
LEFT,-1,24,8,116,LEFT
LEFT,-1,22,9,117,LEFT
LEFT,-1,21,10,118,LEFT
LEFT,-1,19,9,119,LEFT
LEFT,-1,18,8,120,LEFT
LEFT,-1,16,7,121,LEFT
LEFT,-1,15,6,122,LEFT
LEFT,-1,13,5,123,LEFT
LEFT,-1,12,4,124,UP
UP,-1,10,3,125,UP
UP,-1,9,2,126,UP
UP,-1,7,1,127,UP
UP,-1,6,4,128,UP
UP,-1,4,3,129,UP
UP,-1,3,2,130,UP
UP,-1,65,1,131,UP
UP,-1,66,4,132,UP
UP,-1,68,3,133,UP
UP,-1,69,2,134,UP
UP,-1,71,1,135,UP
UP,-1,72,4,136,LEFT
LEFT,-1,74,3,137,LEFT
LEFT,-1,75,2,138,LEFT
LEFT,-1,77,1,139,LEFT
LEFT,-1,78,4,140,LEFT
LEFT,-1,80,3,141,LEFT
LEFT,-1,81,2,142,LEFT
LEFT,-1,82,1,143,LEFT
LEFT,-1,81,4,144,LEFT
LEFT,-1,79,3,145,LEFT
LEFT,-1,78,2,146,LEFT
LEFT,-1,76,1,147,LEFT
LEFT,-1,75,4,148,LEFT
LEFT,-1,73,3,149,LEFT
LEFT,-1,72,2,150,LEFT
LEFT,-1,70,1,151,LEFT
LEFT,-1,69,4,152,LEFT
LEFT,-1,67,3,153,LEFT
LEFT,-1,66,2,154,LEFT
LEFT,-1,64,1,153,LEFT
LEFT,-1,63,4,152,LEFT
LEFT,-1,61,3,151,LEFT
LEFT,-1,60,2,150,LEFT
LEFT,-1,58,1,149,LEFT
LEFT,-1,57,4,148,LEFT
LEFT,-1,55,3,147,LEFT
LEFT,-1,54,2,146,LEFT
LEFT,-1,52,1,145,LEFT
LEFT,-1,51,4,144,LEFT
LEFT,-1,49,3,143,LEFT
LEFT,-1,48,2,142,LEFT
LEFT,-1,46,1,141,LEFT
LEFT,-1,45,4,140,LEFT
LEFT,-1,43,3,139,LEFT
LEFT,64,42,2,138,LEFT
LEFT,62,40,1,137,LEFT
LEFT,60,39,4,136,DOWN
DOWN,58,37,3,135,DOWN
DOWN,56,36,2,134,DOWN
DOWN,54,34,1,133,DOWN
DOWN,52,33,4,132,DOWN
DOWN,50,31,3,131,DOWN
DOWN,48,30,2,130,DOWN
DOWN,46,28,1,129,DOWN
DOWN,44,27,32,128,DOWN
DOWN,42,25,31,127,DOWN
DOWN,40,24,30,126,DOWN
DOWN,38,22,29,125,DOWN
DOWN,36,21,28,124,LEFT
LEFT,36,19,29,123,LEFT
LEFT,36,18,30,122,LEFT
LEFT,36,16,31,121,LEFT
LEFT,36,15,32,120,LEFT
LEFT,36,13,33,119,LEFT
LEFT,36,12,34,118,LEFT
LEFT,36,10,35,117,LEFT
LEFT,36,9,36,116,LEFT
LEFT,36,7,37,115,LEFT
LEFT,36,6,38,114,LEFT
LEFT,34,4,39,113,LEFT
LEFT,32,3,40,112,LEFT
LEFT,-1,2147483647,41,111,LEFT
LEFT,-1,2147483647,42,110,LEFT
LEFT,-1,2147483647,43,109,LEFT
LEFT,-1,2147483647,44,108,LEFT
LEFT,-1,2147483647,45,107,LEFT
LEFT,-1,2147483647,46,106,LEFT
LEFT,-1,2147483647,46,105,LEFT
LEFT,-1,2147483647,45,104,LEFT
LEFT,-1,2147483647,44,103,LEFT
LEFT,-1,2147483647,43,102,LEFT
LEFT,-1,2147483647,42,101,LEFT
LEFT,-1,2147483647,41,100,DOWN
DOWN,-1,2147483647,40,99,DOWN
DOWN,-1,2147483647,39,98,DOWN
DOWN,-1,2147483647,38,97,DOWN
DOWN,-1,2147483647,37,96,DOWN
DOWN,-1,2147483647,36,95,DOWN
DOWN,-1,2147483647,35,94,DOWN
DOWN,-1,2147483647,34,93,DOWN
DOWN,-1,2147483647,33,92,DOWN
DOWN,-1,2147483647,32,91,DOWN
DOWN,-1,2147483647,31,90,DOWN
DOWN,-1,2147483647,30,89,DOWN
DOWN,-1,2147483647,29,88,DOWN
DOWN,-1,2147483647,28,87,DOWN
DOWN,-1,2147483647,27,86,DOWN
DOWN,-1,2147483647,26,85,DOWN
DOWN,-1,2147483647,25,84,DOWN
DOWN,-1,2147483647,26,83,DOWN
DOWN,-1,2147483647,27,82,DOWN
DOWN,-1,2147483647,28,81,DOWN
DOWN,-1,2147483647,29,80,DOWN
DOWN,-1,2147483647,30,79,DOWN
DOWN,-1,2147483647,31,78,DOWN
DOWN,-1,2147483647,32,77,DOWN
DOWN,-1,2147483647,32,76,DOWN
DOWN,-1,2147483647,31,75,DOWN
DOWN,-1,2147483647,30,74,DOWN
DOWN,-1,2147483647,29,73,DOWN
DOWN,32,2147483647,28,72,DOWN
DOWN,32,2147483647,27,71,DOWN
DOWN,32,2147483647,26,70,DOWN
DOWN,32,2147483647,25,69,DOWN
DOWN,32,2147483647,24,68,DOWN
DOWN,32,2147483647,23,67,DOWN
DOWN,32,2147483647,22,66,DOWN
DOWN,32,2147483647,21,65,DOWN
DOWN,32,2147483647,20,64,DOWN
DOWN,32,2147483647,19,63,DOWN
DOWN,32,2147483647,18,62,DOWN
DOWN,32,2147483647,17,61,DOWN
DOWN,32,2147483647,16,60,DOWN
DOWN,32,2147483647,15,59,DOWN
DOWN,32,2147483647,14,58,DOWN
DOWN,32,2147483647,13,57,DOWN
DOWN,32,2147483647,12,56,DOWN
DOWN,32,2147483647,11,55,DOWN
DOWN,32,2147483647,10,54,DOWN
DOWN,32,2147483647,9,53,DOWN
DOWN,32,2147483647,8,52,DOWN
DOWN,32,2147483647,7,51,DOWN
DOWN,32,2147483647,6,50,DOWN
DOWN,32,2147483647,5,49,DOWN
DOWN,32,2147483647,4,48,DOWN
DOWN,32,2147483647,3,47,DOWN
DOWN,32,2147483647,2,46,DOWN
DOWN,32,2147483647,1,45,DOWN
DOWN,32,2147483647,4,44,DOWN
DOWN,32,2147483647,3,43,DOWN
DOWN,32,2147483647,2,42,DOWN
DOWN,32,2147483647,1,41,DOWN
DOWN,32,2147483647,4,40,DOWN
DOWN,32,2147483647,3,39,DOWN
DOWN,32,2147483647,2,38,DOWN
DOWN,32,2147483647,1,37,DOWN
DOWN,32,2147483647,4,36,RIGHT
RIGHT,32,2147483647,3,37,RIGHT
RIGHT,32,2147483647,2,38,RIGHT
RIGHT,32,2147483647,1,39,RIGHT
RIGHT,32,2147483647,4,40,RIGHT
RIGHT,32,2147483647,3,41,RIGHT
RIGHT,32,2147483647,2,42,RIGHT
RIGHT,32,2147483647,1,43,RIGHT
RIGHT,32,2147483647,4,44,RIGHT
RIGHT,32,2147483647,3,45,RIGHT
RIGHT,32,2147483647,2,46,RIGHT
RIGHT,32,2147483647,1,47,RIGHT
RIGHT,32,2147483647,4,48,RIGHT
RIGHT,32,2147483647,3,49,RIGHT
RIGHT,32,2147483647,2,50,RIGHT
RIGHT,32,2147483647,1,51,RIGHT
RIGHT,32,2147483647,4,52,RIGHT
RIGHT,32,2147483647,3,53,RIGHT
RIGHT,32,2147483647,2,54,RIGHT
RIGHT,32,2147483647,1,55,RIGHT
RIGHT,32,2147483647,4,56,RIGHT
RIGHT,32,2147483647,3,57,RIGHT
RIGHT,32,2147483647,2,58,RIGHT
RIGHT,32,2147483647,1,59,RIGHT
RIGHT,32,2147483647,4,60,DOWN
DOWN,32,2147483647,3,59,DOWN
DOWN,32,2147483647,2,58,DOWN
DOWN,32,2147483647,1,57,DOWN
DOWN,32,2147483647,4,56,DOWN
DOWN,32,2147483647,3,55,DOWN
